ANZSRC 2020 Code,ANZSRC 2020 Name,ANZSRC 2008 Code,Partial Match,ANZSRC 2008 Name
451017,"""Te oranga ā-pāpori, ā-hinengaro, ā-ahurea, ā-wairua o te Māori (Māori social, cultural, emotional and spiritual wellbeing)""",111714,p,"""Mental Health"""
451018,"""Ngā tokoingoa pāpori o te hauora o te Māori (Māori social determinants of health)""",111713,p,"""Māori Health"""
451019,"""Ngā hākinakina me te korikori tinana o te Māori (Māori sport and physical activity)""",110699,p,"""Human Movement and Sports Science not elsewhere classified"""
451019,"""Ngā hākinakina me te korikori tinana o te Māori (Māori sport and physical activity)""",111713,p,"""Māori Health"""
451020,"""Te ariā o ngā tauira panoni hauora o te Māori (Māori theory of change models for health)""",111713,p,"""Māori Health"""
451021,"""Ngā taiohi me ngā whānau Māori (Māori youth and family)""",111713,p,"""Māori Health"""
451099,"""Te hauora me te oranga o te Māori kāore anō kia whakarōpūhia i wāhi kē (Māori health and wellbeing not elsewhere classified)""",119999,p,"""Medical and Health Sciences not elsewhere classified"""
451099,"""Te hauora me te oranga o te Māori kāore anō kia whakarōpūhia i wāhi kē (Māori health and wellbeing not elsewhere classified)""",179999,p,"""Psychology and Cognitive Sciences not elsewhere classified"""
451101,"""Te mahi kaute o te Māori (Māori accounting)""",150199,p,"""Accounting, Auditing and Accountability not elsewhere classified"""
451102,"""Te mātauranga tikanga Māori (Māori anthropology)""",169904,p,"""Studies of Māori Society"""
451103,"""Te hoahoanga whare o te Māori (Māori architecture)  """,120199,p,"""Architecture not elsewhere classified"""
451104,"""Ngā mahi tauhokohoko o te Māori (Māori commerce)""",159999,p,"""Commerce, Management and Tourism not elsewhere classified"""
451105,"""Te whanaketanga ā-hapori, ā-rohe o te Māori (Māori community and regional development)""",169904,p,"""Studies of Māori Society"""
451106,"""Te rangahau kei rō hapori o te Māori (Māori community-based research)""",169904,p,"""Studies of Māori Society"""
451107,"""Te kāwana ā-hapori, whakatau take hoki o te Māori (Māori community governance and decision making)""",169904,p,"""Studies of Māori Society"""
451108,"""Te mātauranga taihara Māori (Māori criminology)""",160299,p,"""Criminology not elsewhere classified"""
451109,"""Ngā tikanga Māori (Māori customary law)  """,180201,p,"""Nga Tikanga Māori (Māori Customary Law)"""
451110,"""Te whakaharatau me te whakahaere hoahoa o te Māori (Māori design practice and management)""",120399,p,"""Design Practice and Management not elsewhere classified"""
451111,"""Te mātauranga ōhanga o te Māori (Māori economics)""",149999,p,"""Economics not elsewhere classified"""
451112,"""Te ahumoni Māori (Māori finance)""",150299,p,"""Banking, Finance and Investment not elsewhere classified"""
451113,"""Te mātauranga matawhenua ā-iwi me te tatauranga ā-iwi o te Māori (Māori human geography and demography)""",169904,p,"""Studies of Māori Society"""
451114,"""Te Ture Whenua (Māori land law)""",180204,p,"""Te Ture Whenua (Māori Land Law)"""
451115,"""Te ture me te tika Māori (Māori law and justice)""",180299,p,"""Māori Law not elsewhere classified"""
451116,"""Ngā ture Māori (Māori legislation)""",180299,p,"""Māori Law not elsewhere classified"""
451117,"""Te whakahaere o te Māori (Māori management)""",150399,p,"""Business and Management not elsewhere classified"""
451118,"""Te whakamākete o te Māori (Māori marketing)""",150599,p,"""Marketing not elsewhere classified"""
451119,"""Ngā hinonga pāpori kaupapa atawhai o te Māori (Māori not-for-profit social enterprises)""",150399,p,"""Business and Management not elsewhere classified"""
451120,"""Ngā iwi Māori me te ture (Māori peoples and the law)""",180299,p,"""Māori Law not elsewhere classified"""
451121,"""Ngā tirohanga Māori (Māori perspectives)""",169904,p,"""Studies of Māori Society"""
451122,"""Te whai wāhi me te whakakanohi taha tōrāngapū o te Māori (Māori political participation and representation)""",169904,p,"""Studies of Māori Society"""
451123,"""Ngā mahi tōrangapū Māori (Māori politics)""",169904,p,"""Studies of Māori Society"""
451124,"""Ngā ture rawa Māori (Māori resource law)""",180202,p,"""Te Māori Whakahaere Rauemi (Māori Resource Law)"""
451125,"""Te pāpātanga pāpori me te aromātai hōtaka o te Māori (Māori social impact and program evaluation)""",169904,p,"""Studies of Māori Society"""
451126,"""Ngā mahi tauwhiro me te tika pāpori o te Māori (Māori social work and social justice)""",169904,p,"""Studies of Māori Society"""
451127,"""Ngā mātai tikanga ā-iwi o te Māori (Māori sociological studies)""",169904,p,"""Studies of Māori Society"""
451128,"""Te mātauranga pāpori o te Māori (Māori sociology)""",169904,p,"""Studies of Māori Society"""
451129,"""Te mahi tāpoi Māori (Māori tourism)""",150699,p,"""Tourism not elsewhere classified"""
451130,"""Te Tiriti o Waitangi (The Treaty of Waitangi)""",180203,p,"""Te Tiriti o Waitangi (The Treaty of Waitangi)"""
451131,"""Te whakamahere ā-tāone, ā-rohe o te Māori (Māori urban and regional planning)""",169904,p,"""Studies of Māori Society"""
451199,"""Ngā tāngata, te porihanga me ngā hapori o te Māori kāore anō kia whakarōpūtia i wāhi kē (Māori peoples, society and community not elsewhere classified)""",169999,p,"""Studies in Human Society not elsewhere classified"""
451199,"""Ngā tāngata, te porihanga me ngā hapori o te Māori kāore anō kia whakarōpūtia i wāhi kē (Māori peoples, society and community not elsewhere classified)""",189999,p,"""Law and Legal Studies not elsewhere classified"""
451201,"""Te mātai arorangi me te mātai tuarangi o te Māori (Māori astronomy and cosmology)""",020199,p,"""Astronomical and Space Sciences not elsewhere classified"""
451202,"""Ngā pūtaiao koiora o te Māori (Māori biological sciences)""",069999,p,"""Biological Sciences not elsewhere classified"""
451203,"""Te whakamahi me te hoahoa o te hangarau rorohiko o te Māori (Māori computing technology use and design)""",089999,p,"""Information and Computing Sciences not elsewhere classified"""
451204,"""Te mana motuhake o ngā raraunga Māori (Māori data sovereignty)""",080613,p,"""Māori Information and Knowledge Systems"""
451205,"""Te mātauranga pūkaha o te Māori  (Māori engineering)""",099999,p,"""Engineering not elsewhere classified"""
451206,"""Te mātai huingaira o te Māori (Māori genomics)""",060499,p,"""Genetics not elsewhere classified"""
451207,"""Ngā pūnaha whakahaere mōhiohio me te mātauranga o te Māori (Māori information and knowledge management systems)""",080613,p,"""Māori Information and Knowledge Systems"""
451208,"""Te wairua auaha o te Māori  (Māori innovation) """,080613,p,"""Māori Information and Knowledge Systems"""
451209,"""Ngā tikanga whakahaere mōhiotanga Māori (Māori knowledge management methods)""",080613,p,"""Māori Information and Knowledge Systems"""
451210,"""Ngā pūtaiao pāngarau, ōkiko, matū hoki - hāunga te mātai arorangi me te mātai tuarangi o te Māori (Māori mathematical, physical and chemical sciences - excl. astronomy and cosmology)""",019999,p,"""Mathematical Sciences not elsewhere classified"""
451210,"""Ngā pūtaiao pāngarau, ōkiko, matū hoki - hāunga te mātai arorangi me te mātai tuarangi o te Māori (Māori mathematical, physical and chemical sciences - excl. astronomy and cosmology)""",029999,p,"""Physical Sciences not elsewhere classified"""
451210,"""Ngā pūtaiao pāngarau, ōkiko, matū hoki - hāunga te mātai arorangi me te mātai tuarangi o te Māori (Māori mathematical, physical and chemical sciences - excl. astronomy and cosmology)""",039999,p,"""Chemical Sciences not elsewhere classified"""
451211,"""Te tukatuka reo noa o te Māori (Māori natural language processing)""",170299,p,"""Cognitive Science not elsewhere classified"""
451299,"""Ngā pūtaiao Māori kāore anō kia whakarōpūhia i wāhi kē (Māori sciences not elsewhere classified)""",069999,p,"""Biological Sciences not elsewhere classified"""
451299,"""Ngā pūtaiao Māori kāore anō kia whakarōpūhia i wāhi kē (Māori sciences not elsewhere classified)""",089999,p,"""Information and Computing Sciences not elsewhere classified"""
451299,"""Ngā pūtaiao Māori kāore anō kia whakarōpūhia i wāhi kē (Māori sciences not elsewhere classified)""",099999,p,"""Engineering not elsewhere classified"""
451301,"""Archaeology of New Guinea and Pacific Islands (excl. New Zealand)""",210106,p,"""Archaeology of New Guinea and Pacific Islands (excl. New Zealand)"""
451302,"""Conservation of Pacific Peoples heritage""",210202,p,"""Heritage and Cultural Conservation"""
451303,"""Pacific Peoples artefacts""",210106,p,"""Archaeology of New Guinea and Pacific Islands (excl. New Zealand)"""
451304,"""Pacific Peoples cultural history""",200210,p,"""Pacific Cultural Studies"""
451304,"""Pacific Peoples cultural history""",210313,p,"""Pacific History (excl. New Zealand and Māori)"""
451305,"""Pacific Peoples culture""",200210,p,"""Pacific Cultural Studies"""
451306,"""Pacific Peoples curatorial, archives and museum studies""",210299,p,"""Curatorial and Related Studies not elsewhere classified"""
451307,"""Pacific Peoples ethics""",220199,p,"""Applied Ethics not elsewhere classified"""
451308,"""Pacific Peoples history""",210313,p,"""Pacific History (excl. New Zealand and Māori)"""
451309,"""Pacific Peoples land, culture and identify""",200210,p,"""Pacific Cultural Studies"""
451310,"""Pacific Peoples linguistics and languages""",200320,,"""Pacific Languages"""
451311,"""Pacific Peoples literature, journalism and professional writing""",190399,p,"""Journalism and Professional Writing not elsewhere classified"""
451311,"""Pacific Peoples literature, journalism and professional writing""",200507,,"""Pacific Literature"""
451312,"""Pacific Peoples media, film, animation and photography""",199999,p,"""Studies in Creative Arts and Writing not elsewhere classified"""
451312,"""Pacific Peoples media, film, animation and photography""",200199,p,"""Communication and Media Studies not elsewhere classified"""
451313,"""Pacific Peoples music and performing arts""",190410,,"""Pacific Peoples Performing Arts"""
451314,"""Pacific Peoples philosophy""",220399,p,"""Philosophy not elsewhere classified"""
451315,"""Pacific Peoples religion and religious studies""",220499,p,"""Religion and Religious Studies not elsewhere classified"""
451316,"""Pacific Peoples repatriation""",210299,p,"""Curatorial and Related Studies not elsewhere classified"""
451317,"""Pacific Peoples research methods """,080614,p,"""Pacific Peoples Information and Knowledge Systems"""
451318,"""Pacific Peoples visual arts and crafts""",190599,p,"""Visual Arts and Crafts not elsewhere classified"""
451319,"""Pacific Peoples ways of knowing, being and doing""",200210,p,"""Pacific Cultural Studies"""
451399,"""Pacific Peoples culture, language and history not elsewhere classified""",199999,p,"""Studies in Creative Arts and Writing not elsewhere classified"""
451399,"""Pacific Peoples culture, language and history not elsewhere classified""",209999,p,"""Language, Communication and Culture not elsewhere classified"""
451399,"""Pacific Peoples culture, language and history not elsewhere classified""",219999,p,"""History and Archaeology not elsewhere classified"""
451399,"""Pacific Peoples culture, language and history not elsewhere classified""",229999,p,"""Philosophy and Religious Studies not elsewhere classified"""
